	5gram	freq	pmi
0	о_pr а_s а_s т_s о_s	39	33.84445808520215
1	линейный_a зависимость_s в_pr линейный_a пространство_s	30	24.71848436720471
2	линия_s второй_a порядок_s на_pr плоскость_s	25	27.910523390178962
3	глава_s линейный_a зависимость_s в_pr линейный_a	23	26.654736067684144
4	вектор_s линейный_a операция_s с_pr он	22	25.330636013741007
5	о_s а_s а_s т_s о_s	21	34.27125355535716
6	л_sв_pr вектор_s линейный_a операция_s с_pr	21	27.752744658167472
7	доказать_partcp аналитический_a геометрия_s линейный_a алгебра_s	21	29.288044611801926
8	о_pr а_s а_s т_s о_pr	20	31.56110369498876
9	система_s линейный_a уравнение_s с_pr неизвестный_a	19	24.009725424697727
10	нелинейный_a зависимость_s в_pr линейный_a пространство_s	17	28.735416432939548
11	теорема_s доказать_partcp аналитический_a геометрия_s линейный_a	15	27.57214584597482
12	вид_s аналитический_a геометрия_s линейный_a алгебра_s	15	27.198059803835292
13	нелинейный_a объект_s на_pr плоскость_s в_pr	15	28.233137529559972
14	объект_s на_pr плоскость_s в_pr пространство_s	15	24.643468026161287
15	алгоритм_s евклид_s основной_a теорема_s арифметика_s	14	37.7582488407261
16	переход_s от_pr базис_s к_pr базис_s	14	27.820698815220887
17	что_conj аналитический_a геометрия_s линейный_a алгебра_s	14	25.252420702071205
18	в_pr нелинейный_a объект_s на_pr плоскость_s	14	28.133601856009058
19	л_sв_pr прикладной_a задача_s линейный_a алгебра_s	14	32.19779055869142
20	в_pr нелинейный_a зависимость_s в_pr линейный_a	13	25.64831512409077
21	мочь_v быть_v записать_partcp в виде_pr	12	31.766490233190623
22	о_s а_s а_s т_s о_pr	12	32.14401836706106
23	свойство_s линия_s второй_a порядок_s на_pr	12	27.357783361005872
24	аналитический_a геометрия_s линейный_a алгебра_s поскольку_conj	11	27.84874695536088
25	аналитический_a геометрия_s линейный_a алгебра_s определение_s	11	26.42721374478927
26	р_s свойство_s линия_s второй_a порядок_s	11	32.320459552864065
27	школа_s в_pr математика_s арифметика_s алгебра_sк_pr	10	38.73089192087026
28	в_pr математика_s арифметика_s алгебра_sк_pr журнал_s	10	38.91851892404603
29	а_s а_s т_s о_pr пусть_part	10	29.78213057430098
30	о_intj а_s а_s т_s о_s	10	34.252952738614226
31	определить_partcp в_pr некоторый_a окрестность_s точка_s	10	27.351907890771198
32	аналитический_a геометрия_s линейный_a алгебра_s в_pr	10	23.862812566550428
33	аналитический_a геометрия_s линейный_a алгебра_s теорема_s	10	25.925628674737027
34	тогда_adv только_part тогда_adv когда_conj он	9	28.521879304278965
35	функция_s определить_partcp в_pr некоторый_a окрестность_s	9	27.350110419688797
36	аналитический_a геометрия_s линейный_a алгебра_s доказательство_s	9	27.453813983752923
37	переход_s от_pr один_a ортонормированный_a базис_s	9	29.257455928512886
38	доказать_v что_conj для_pr любой_a натуральный_a	8	24.3698816137348
39	γ_γ γ_γ γ_γ γ_γ γ_γ	8	38.293582641968776
40	π_π π_π π_π π_π π_π	8	35.71350690695046
41	глава_s глава_s глава_s глава_s глава_s	8	36.8002910641462
42	в качестве_pr пример_s решить_v уравнение_s	8	30.024015092392347
43	пусть_part функция_s определить_partcp в_pr некоторый_a	8	24.62828120610462
44	а_s а_s т_s о_s по_pr	8	30.101115405500355
45	аналитический_a геометрия_s линейный_a алгебра_s где_adv	8	26.46139835113556
46	равенство_s аналитический_a геометрия_s линейный_a алгебра_s	8	26.34318616599439
47	аналитический_a геометрия_s линейный_a алгебра_s замечание_s	8	29.45866338341432
48	мочь_v быть_v представить_partcp в виде_pr	7	31.41772595333094
49	доказать_v что_conj многочлен_s делиться_v на_pr	7	23.705811178138617
50	расстояние_s от_pr точка_s до_pr плоскость_s	7	28.902003639652026
51	при_pr переход_s от_pr базис_s к_pr	7	26.022040898648438
52	ряд_s сходиться_v если_conj ряд_s расходиться_v	7	28.155723214724997
53	лежать_v бесконечный_a число_s элемент_s множество_s	7	28.65722031396386
54	содержать_v бесконечный_a число_s элемент_s множество_s	7	28.71692656008813
55	а_s а_s т_s о_s пусть_part	7	30.587437667709725
56	а_s а_s т_s о_s из_pr	7	29.392256965884307
57	отрезок_s о_pr а_s а_s т_s	7	30.139639926550487
58	а_s а_s т_s о_s рассмотреть_v	7	31.717317950256632
59	без_pr ограничение_s общность_s можно_adv считать_v	7	42.694232267156465
60	переход_s от_pr один_a базис_s к_pr	7	26.76124496501064
61	от_pr один_a базис_s к_pr другой_a	7	26.179348767337267
62	от_pr один_a ортонормированный_a базис_s к_pr	7	26.64647477776457
63	один_a ортонормированный_a базис_s к_pr другой_a	7	27.888898903923074
64	оператор_s действовать_partcp в_pr унитарный_a пространство_s	7	30.61589414748813
65	прил_s свойство_s поверхность_s второй_a порядок_s	7	29.873491318805222
66	точка_s лежать_v на_pr один_a прямая_s	6	28.514744303494584
67	привести_partcp система_s вычет_s по_pr модуль_s	6	33.58557765984508
68	на_pr тогда_adv только_part тогда_adv когда_conj	6	26.435779893298907
69	алгоритм_s евклид_s для_pr многочлен_s теорема_s	6	30.133005632696598
70	евклид_s для_pr многочлен_s теорема_s без_s	6	32.26228864964156
71	остаток_s от_pr деление_s многочлен_s на_pr	6	28.914513096343153
72	при_pr какой_a многочлен_s делиться_v на_pr	6	26.128548429461738
73	быть_v записать_partcp в виде_pr где_adv	6	30.155283633218932
74	λ_λ λ_λ λ_λ λ_λ λ_λ	6	39.76389338808905
75	решение_s система_s линейный_a уравнение_s с_pr	6	19.853127309200342
76	в знать_v в_pr чем_conj сущность_s	6	34.533935083417674
77	линейный_a алгебра_s аналитический_a геометрия_s лекция_s	6	27.139652771909255
78	из_pr отрезок_s лежать_v бесконечный_a число_s	6	28.64961637658338
79	отрезок_s лежать_v бесконечный_a число_s элемент_s	6	29.51144917423033
80	а_s а_s т_s о_s провести_v	6	34.079888029641346
81	определение_s пусть_part функция_s определить_partcp в_pr	6	23.201530286261985
82	функция_s называться_v непрерывный_a в_pr точка_s	6	20.867863841502864
83	если_conj функция_s дифференцировать_partcp в_pr точка_s	6	21.481914815904794
84	пусть_conj функция_s интегрировать_partcp на_pr отрезок_s	6	28.422664866666285
85	е_s исследовать_v на_pr сходимость_s ряд_s	6	30.135310498787742
86	операция_s сравнение_s сложение_s умножение_s на_pr	6	32.475590569965945
87	аналитический_a геометрия_s линейный_a алгебра_s при_pr	6	25.017899059017108
88	вектор_s аналитический_a геометрия_s линейный_a алгебра_s	6	25.086611809101125
89	ограничение_s общность_s можно_adv считать_v что_conj	6	37.22120304511845
90	аналитический_a геометрия_s линейный_a алгебра_s решение_s	6	25.424461899276658
91	при_pr переход_s от_pr один_a ортонормированный_a	6	27.87383551121928
92	уравнение_s аналитический_a геометрия_s линейный_a алгебра_s	6	24.155805251525546
93	аналитический_a геометрия_s линейный_a алгебра_s задача_s	6	25.533431151816295
94	с_pr центр_s в_pr начало_s координата_s	6	27.56871455298769
95	аналитический_a геометрия_s линейный_a алгебра_s тогда_adv	6	25.574292407541492
96	оператор_s аналитический_a геометрия_s линейный_a алгебра_s	6	25.923113076818243
97	матрица_s аналитический_a геометрия_s линейный_a алгебра_s	6	25.09084052255631
98	решение_s однородный_a система_s линейный_a уравнение_s	6	22.93527635055421
99	матрица_s переход_s от_pr базис_s к_pr	6	25.872589940851192
100	в_pr линейный_a зависимость_s в_pr линейный_a	6	19.69647808657782
101	линейный_a оператор_s в_pr матричный_a форма_s	6	25.734040517150454
102	базис_s в_pr который_a квадратичный_a функционал_s	6	24.386544154994624
103	в_pr который_a квадратичный_a функционал_s иметь_v	6	23.786101945239814
104	прил_s аналитический_a геометрия_s линейный_a алгебра_s	6	27.604204226229676
105	если_conj в_pr каждый_a базис_s иметь_v	6	20.694296086253125
106	в_pr каждый_a базис_s иметь_v место_s	6	23.98239058606461
107	каждый_a базис_s иметь_v место_s равенство_s	6	26.78469228039593
108	мочь_v быть_v найти_partcp по_pr формула_s	5	28.591640289311066
109	решить_v в_pr целый_a число_s уравнение_s	5	21.865573111802103
110	треугольник_s с_pr вершина_s в_pr точка_s	5	26.012358786494076
111	доказать_v что_conj число_s делиться_v на_pr	5	20.927666748604366
112	полный_a система_s вычет_s по_pr модуль_s	5	32.55861061224481
113	число_s делиться_v на_pr тогда_adv только_part	5	24.377868882645043
114	делиться_v на_pr тогда_adv только_part тогда_adv	5	25.999209232470424
115	тогда_adv только_part тогда_adv когда_conj число_s	5	25.95877462979409
116	рассмотреть_v остаток_s от_pr деление_s на_pr	5	29.385304577144993
117	если_conj если_conj если_conj если_conj если_conj	5	18.202295490046936
118	расстояние_s от_pr который_a до_pr данный_a	5	30.271538894960134
119	от_pr который_a до_pr данный_a точка_s	5	26.003233994145194
120	канонический_a уравнение_s который_a иметь_v вид_s	5	24.43555162588534
121	уравнение_s в_pr верный_a числовой_a равенство_s	5	26.15459546633482
122	уравнение_s разделить_v часть_s уравнение_s на_pr	5	24.395636260278692
123	знать_v в_pr чем_conj сущность_s метод_s	5	35.05216065070676
124	в_pr чем_conj сущность_s метод_s подстановка_s	5	34.305917242952546
125	уравнение_s в знать_v в_pr чем_conj	5	27.862247881672506
126	лекция_s система_s линейный_a уравнение_s их_a	5	24.047582814468388
127	система_s линейный_a уравнение_s их_a исследование_s	5	26.241062543889598
128	лекция_s фазовый_a траектория_s особый_a точка_s	5	39.35338375220001
129	линейный_a алгебра_s аналитический_a геометрия_s задача_s	5	25.2703967459825
130	наибольший_a наименьший_a значение_s функция_s на_pr	5	27.714707422360757
131	что_conj из_pr условие_s следовать_v что_conj	5	21.138703842108058
132	а_s а_s т_s о_pr доказать_v	5	28.45638582364033
133	если_conj функция_s непрерывный_a в_pr точка_s	5	19.861328405452916
134	если_conj функция_s непрерывный_a на_pr отрезок_s	5	23.013840400653905
135	на_pr отрезок_s о_pr а_s а_s	5	26.507903070874622
136	е_s вычислить_v предел_s е_s е_s	5	32.76643353605569
137	пусть_part функция_s непрерывный_a на_pr отрезок_s	5	24.30193490046539
138	формула_s тейлор_s с_pr остаточный_a член_s	5	35.457676937339976
139	тейлор_s с_pr остаточный_a член_s в_pr	5	32.32205239352118
140	с_pr остаточный_a член_s в_pr форма_s	5	29.607454612383428
141	свойство_s пусть_conj функция_s интегрировать_partcp на_pr	5	27.66797167995074
142	с_pr один_a сторона_s с_pr другой_a	5	26.520545273003165
143	сравнение_s сложение_s умножение_s на_pr число_s	5	28.706844838433938
144	соотношение_s аналитический_a геометрия_s линейный_a алгебра_s	5	27.217655283910528
145	аналитический_a геометрия_s линейный_a алгебра_s из_pr	5	24.39140015650964
146	число_s аналитический_a геометрия_s линейный_a алгебра_s	5	23.68991765188232
147	при_pr переход_s от_pr один_a базис_s	5	25.748729013618817
148	аналитический_a геометрия_s линейный_a алгебра_s для_pr	5	24.43159514021615
149	где_adv аналитический_a геометрия_s линейный_a алгебра_s	5	25.783326446022922
150	координата_s аналитический_a геометрия_s линейный_a алгебра_s	5	25.83630091088797
151	зависеть_v от_pr выбор_s система_s координата_s	5	31.132926987786785
152	аналитический_a геометрия_s линейный_a алгебра_s пример_s	5	26.428380816478278
153	частный_a решение_s система_s линейный_a уравнение_s	5	21.978754987221095
154	пространство_s аналитический_a геометрия_s линейный_a алгебра_s	5	25.562890752289956
155	тогда_adv говорить_v что_conj в_pr задать_partcp	5	24.552706486318982
156	зависимость_s в_pr линейный_a пространство_s теорема_s	5	22.742950105624956
157	теорема_s доказать_partcp глава_s линейный_a зависимость_s	5	29.417373163015995
158	доказать_partcp глава_s линейный_a зависимость_s в_pr	5	27.354557054829396
159	базис_s в_pr который_a функционал_s иметь_v	5	21.979524966064844
160	линейный_a оператор_s действовать_partcp в_pr унитарный_a	5	28.883777003623553
161	в_pr некоторый_a ортонормиро_s прил_s ванный_a	5	35.472923498520025
162	некоторый_a ортонормиро_s прил_s ванный_a система_s	5	37.37710480687056
163	ортонормиро_s прил_s ванный_a система_s координата_s	5	36.91198207615541
164	обладать_v осевой_a симметрия_s относительно_pr ось_s	5	42.718627534727084
165	определение_s поверхность_s задавать_partcp в_pr некоторый_a	5	28.870533926040686
166	ванный_a система_s координата_s уравнение_s вид_s	5	27.836657307626428
167	из_pr его_a канонический_a уравнение_s следовать_v	5	26.44429852846995
168	говорить_v что_conj на_pr множество_s задать_partcp	4	25.342638434538248
169	расширенный_a матрица_s система_s линейный_a уравнение_s	4	24.062496162725832
170	утверждение_s верно_adv для_pr весь_a натуральный_a	4	31.682009649793724
171	верно_adv для_pr весь_a натуральный_a число_s	4	27.501138014402777
172	быть_v представить_partcp в виде_pr где_adv	4	29.99916443130165
173	доказать_v что_conj найтись_v фигура_s площадь_s	4	32.14357837991074
174	что_conj найтись_v фигура_s площадь_s общий_a	4	33.66333375053803
175	найтись_v фигура_s площадь_s общий_a часть_s	4	36.6824064840049
176	число_s делиться_v на_pr доказать_v что_conj	4	20.605738653717005
177	доказать_v что_conj при_pr выполняться_v равенство_s	4	23.384605691568048
178	см также_adv доказать_v что_conj число_s	4	23.054347970361054
179	число_s такой_a что_conj доказать_v что_conj	4	18.76102477055793
180	остаток_s от_pr деление_s число_s на_pr	4	26.036832993257985
181	делиться_v на_pr доказать_v что_conj при_pr	4	21.670685655017998
182	на_pr найти_v остаток_s от_pr деление_s	4	28.478413981536477
183	на_pr фазовый_a плоскость_s множество_s точка_s	4	25.499575163377337
184	найти_v остаток_s от_pr деление_s многочлен_s	4	30.557160726229462
185	тогда_adv только_part тогда_adv когда_conj о	4	28.296181049718147
186	многочлен_s делиться_v на_pr доказать_v что_conj	4	22.898456256081012
187	найти_v наибольший_a наименьший_a значение_s функция_s	4	29.62038945808086
188	неравенство_s между_pr средний_a арифметический_a средний_a	4	36.4011736533024
189	неравенство_s между_pr среда_s о арифметический_a	4	37.53300171869021
190	между_pr среда_s о арифметический_a средний_a	4	40.15403347411889
191	среда_s о арифметический_a средний_a геометрический_a	4	40.54785448748804
192	лошадь_s с_pr номер_s от_pr до_pr	4	34.74191786843407
193	расстояние_s от_pr точка_s до_pr прямой_a	4	28.72746434157741
194	уравнение_s можно_adv записать_v в виде_pr	4	27.110004462332935
195	если_conj если_conj решение_s нет_adv если_conj	4	24.09988276777312
196	число_s школа_s в_pr математика_s арифметика_s	4	29.595823975092443
197	решение_s система_s линейный_a алгебраический_a уравнение_s	4	22.273498252782225
198	представить_v в виде_pr линейный_a комбинация_s	4	31.1015840721645
199	операция_s сложение_s умножение_s на_pr число_s	4	27.674423360741564
200	τ_τ τ_τ τ_τ τ_τ τ_τ	4	45.29089299405014
201	а_s а_s т_s о_s для_pr	4	28.62509702753321
202	найти_v собственный_a значение_s собственный_a вектор_s	4	26.86179096226062
203	линейный_a оператор_s зависеть_v от_pr выбор_s	4	30.183983213690567
204	оператор_s зависеть_v от_pr выбор_s базис_s	4	31.421305347850705
205	собственный_a значение_s собственный_a вектор_s оператор_s	4	26.390370993084257
206	обращать_v уравнение_s в_pr верный_a числовой_a	4	31.085648112617328
207	в качестве_pr пример_s решить_v система_s	4	29.898238121601555
208	если_conj хотя бы_adv один_a из_pr	4	29.27057731747375
209	если_conj часть_s неравенство_s умножить_v разделить_v	4	31.73549767272105
210	часть_s неравенство_s умножить_v разделить_v на_pr	4	31.340899823750824
211	неравенство_s умножить_v разделить_v на_pr один_a	4	30.048901934928505
212	качестве_pr пример_s решить_v уравнение_s сначала_adv	4	32.45187663202878
213	лекция_s решение_s система_s линейный_a уравнение_s	4	21.401946618248378
214	лекция_s метод_s вариация_s произвольный_a постоянный_a	4	37.486283441826835
215	замена_s переменный_a в_pr кратный_a интеграл_s	4	29.09537353494849
216	в_pr декартовый_a система_s координата_s уравнение_s	4	22.713818403105396
217	найтись_v хотя бы_adv один_a точка_s	4	33.1090475415422
218	о_pr другой_a метод_s интегральный_a исчисление_s	4	32.95964241283491
219	однородный_a дифференциальный_a уравнение_s го_s порядок_s	4	29.887148269053636
220	функция_s определить_partcp в_pr окрестность_s точка_s	4	24.225989107859608
221	джу_s определить_partcp непрерывный_a в_pr область_s	4	32.974925364774
222	пример_s исследовать_v на_pr сходимость_s ряд_s	4	28.992947004981673
223	из_pr нризнак_s сравнение_s согласно_pr неравенство_s	4	32.80986198449532
224	если_conj ряд_s сходиться_v если_conj ряд_s	4	22.930393510308992
225	вектор_s общий_a уравнение_s параметрический_a уравнение_s	4	26.079069817097356
226	достаточный_a условие_s исследование_s критический_a точка_s	4	36.4049304240826
227	высказывание_s называться_v высказывание_s обозначать_partcp читаться_v	4	40.74866604487322
228	в виде_pr бесконечный_a десятичный_a дробь_s	4	33.74470959844379
229	точка_s множество_s если_conj в_pr любой_a	4	19.17571159622117
230	точка_s называться_v предельный_a точка_s множество_s	4	24.90514059848339
231	называться_v предельный_a точка_s множество_s если_conj	4	24.856399625790708
232	точка_s о_pr а_s а_s т_s	4	27.220848952294805
233	следовать_v что_conj из_pr условие_s следовать_v	4	23.411243096708688
234	в_pr некоторый_a окрестность_s точка_s функция_s	4	22.535317165967335
235	называться_v непрерывный_a в_pr точка_s если_conj	4	20.08395474572638
236	определение_s функция_s называться_v непрерывный_a в_pr	4	21.225384230604792
237	а_s т_s о_pr пусть_part функция_s	4	26.422668682264995
238	а_s т_s о_s рассмотреть_v функция_s	4	28.872429231050408
239	вычислить_v предел_s е_s е_s и_s	4	34.668999385150066
240	е_s о_pr х_s о_pr о_s	4	33.8603577109086
241	о_pr х_s о_pr о_s т_s	4	33.92477443940437
242	функция_s иметь_v производная_s в_pr точка_s	4	20.93095990620914
243	остаточный_a член_s в_pr форма_s лагранж_s	4	33.460784963241416
244	функция_s иметь_v в_pr точка_s локальный_a	4	22.703549410106067
245	на_pr отрезок_s он интегрировать_partcp на_pr	4	25.598984803672863
246	функция_s интегрировать_partcp на_pr отрезок_s тогда_adv	4	26.09876182959387
247	расходиться_v о_pr а_s а_s т_s	4	31.590082761960524
248	криволинейный_a интеграл_s по_pr длина_s дуга_s	4	32.64375323375511
249	аналитический_a геометрия_s линейный_a алгебра_s глава_s	4	27.560542997433533
250	можно_adv прийти_v к_pr заключение_s что_conj	4	32.587624334539555
251	линейно_adv зависимый_a тогда_adv только_part тогда_adv	4	30.89960411678617
252	зависимый_a тогда_adv только_part тогда_adv когда_conj	4	31.043994026121347
253	форма_s аналитический_a геометрия_s линейный_a алгебра_s	4	26.503057502772776
254	такой_a что_conj аналитический_a геометрия_s линейный_a	4	23.177312825277273
255	аналитический_a геометрия_s линейный_a алгебра_s свойство_s	4	25.645076507645204
256	формула_s аналитический_a геометрия_s линейный_a алгебра_s	4	25.67650901548186
257	плоскость_s аналитический_a геометрия_s линейный_a алгебра_s	4	25.138922847764725
258	матрица_s переход_s от_pr один_a ортонормированный_a	4	27.361814474037327
259	базис_s аналитический_a геометрия_s линейный_a алгебра_s	4	25.231594474868402
260	иметь_v вид_s аналитический_a геометрия_s линейный_a	4	24.088148954833834
261	равный_a нуль_s одновременно_adv число_s такой_a	4	27.384298092582966
262	аналитический_a геометрия_s линейный_a алгебра_s следствие_s	4	27.68287854035759
263	определение_s линия_s уравнение_s который_a в_pr	4	21.03254399455953
264	по_pr теорема_s о_pr базисный_a минор_s	4	29.910554408599594
265	координатный_a представление_s элемент_s в_pr базис_s	4	25.422072669462526
266	однородный_a система_s линейный_a уравнение_s задавать_partcp	4	27.55444033541303
267	действие_s с_pr линейный_a оператор_s в_pr	4	22.93686843451105
268	матрица_s билинейный_a функционал_s зависеть_v от_pr	4	31.991501833643156
269	билинейный_a функционал_s зависеть_v от_pr выбор_s	4	36.23379381241731
270	функционал_s зависеть_v от_pr выбор_s базис_s	4	32.54729328523409
271	который_a квадратичный_a функционал_s иметь_v диагональный_a	4	28.877910256766118
272	соответственно_adv к_pr канонический_a диагональный_a вид_s	4	32.77774810217896
273	квадратичный_a функционал_s к_pr диагональный_a вид_s	4	29.705701813323408
274	центральный_a симметрия_s относительно_adv начало_s координата_s	4	42.45678656090603
275	теорема_s пусть_part быть_v точка_s принадлежать_partcp	4	25.874369073778038
276	аналитический_a геометрия_s линейный_a алгебра_s приложение_s	4	28.415594661522434
277	поверхность_s задавать_partcp в_pr некоторый_a ортонормиро_s	4	34.49891870705297
278	задавать_partcp в_pr некоторый_a ортонормиро_s прил_s	4	34.49891870705297
279	прил_s ванный_a система_s координата_s уравнение_s	4	29.242801730020815
280	система_s координата_s уравнение_s вид_s называться_v	4	21.539085925876257
281	поверхность_s поскольку_conj из_pr его_a канонический_a	4	29.92055161550871
282	поскольку_conj из_pr его_a канонический_a уравнение_s	4	26.47215264080458
283	его_a канонический_a уравнение_s следовать_v что_conj	4	25.497964151973907
284	тензор_s если_conj в_pr каждый_a базис_s	4	22.48139293610795
285	лекция_s основной_a общематематический_a понятие_s обозначение_s	3	40.65760576364921
286	если_conj любой_a элемент_s множество_s являться_v	3	22.704040247386597
287	подписать_partcp в_pr печать_s формат_s бумага_s	3	48.74333563767509
288	в_pr печать_s формат_s бумага_s офсетный_a	3	48.421407542787726
289	комплексный_a число_s комплексно_adv сопряженный_a число_s	3	31.621591586012126
290	метод_s математический_a индукция_s аксиома_s индукция_s	3	37.137836172084704
291	из_pr предположение_s что_conj утверждение_s верно_adv	3	31.355136410387725
292	предположение_s что_conj утверждение_s верно_adv для_pr	3	31.39533139409423
293	вытекать_v о справедливость_s для_pr утверждение_s	3	34.432155549352494
294	о справедливость_s для_pr утверждение_s верно_adv	3	33.97758968588701
295	справедливость_s для_pr утверждение_s верно_adv для_pr	3	32.05993265940942
296	для_pr утверждение_s верно_adv для_pr весь_a	3	28.073254037907255
297	мочь_v быть_v единственный_a образ_s представить_partcp	3	33.020871410248326
298	доказать_v что_conj при_pr любой_a натуральный_a	3	23.278113627423124
299	число_s можно_adv представить_v в виде_pr	3	27.579576610495003
300	из_pr он можно_adv выбрать_v такой_a	3	26.30535491516153
301	он можно_adv выбрать_v такой_a число_s	3	25.603872410534205
302	можно_adv выбрать_v такой_a число_s что_conj	3	23.96584086562292
303	принцип_s дирихля_s размещение_s перестановка_s сочетание_s	3	46.010670180942505
304	б_part доказать_v что_conj для_pr любой_a	3	21.979590776791643
305	разложение_s по_pr формула_s бином_s ньютон_s	3	35.640143133229266
306	во_pr весь_a зоопарк_s где_adv быть_v	3	32.74582905335669
307	сколько_adv существовать_v целый_a число_s от_pr	3	27.693157445491863
308	существовать_v целый_a число_s от_pr до_pr	3	26.445229932048278
309	целый_a число_s от_pr до_pr который_a	3	25.285170283732167
310	делиться_v ни_conj на_pr ни_part на_pr	3	31.312567707187974
311	фигура_s площадь_s общий_a часть_s кото_s	3	38.45179355586348
312	площадь_s общий_a часть_s кото_s рых_s	3	40.58929707961342
313	евклид_s основной_a теорема_s арифметика_s простой_a	3	34.34321134144726
314	основной_a теорема_s арифметика_s простой_a число_s	3	28.90858311381053
315	быть_v по крайней мере_adv один_a	3	37.87934906318813
316	число_s алгоритм_s евклид_s основной_a теорема_s	3	30.233678487776572
317	делиться_v на_pr доказать_v что_conj число_s	3	20.190701154438162
318	уравнение_s иметь_v решение_s в_pr целый_a	3	20.06806212442188
319	число_s в_pr фибоначчиева_s система_s счисление_s	3	29.772668390474546
320	доказать_v что_conj хотя_part бы_part один_a	3	32.274403281120634
321	доказать_v что_conj если_conj простой_s число_s	3	23.492189599016903
322	найти_v остаток_s от_pr деление_s на_pr	3	28.063376482257635
323	пусть_part простой_s число_s доказать_v что_conj	3	24.780284098828393
324	система_s вычет_s по_pr модуль_s соответственно_adv	3	32.29113030137982
325	что_conj доказать_v что_conj при_pr любой_a	3	19.41979424950031
326	натуральный_a число_s попарно_adv взаимно_adv простой_a	3	33.60747695740727
327	число_s дробь_s система_s счисление_s рациональный_a	3	29.08020539305629
328	дробь_s система_s счисление_s рациональный_a иррациональный_a	3	34.433913625309444
329	система_s счисление_s рациональный_a иррациональный_a число_s	3	31.253041989918504
330	за_pr взвешивание_s на_pr двухчашечный_a весы_s	3	42.6295934716259
331	взвешивание_s на_pr двухчашечный_a весы_s без_pr	3	43.87752098506949
332	на_pr двухчашечный_a весы_s без_pr гиря_s	3	43.555592890182126
