	5gram	freq	pmi
333	двухчашечный_a весы_s без_pr гиря_s найти_v	3	45.78320302078959
334	весы_s без_pr гиря_s найти_v фальшивый_a	3	44.19824052006844
335	без_pr гиря_s найти_v фальшивый_a монета_s	3	43.297776193619356
336	давать_v остаток_s при_pr деление_s на_pr	3	29.76128944864519
337	теорема_s о_pr рациональный_a корень_s многочлен_s	3	28.056696136049457
338	доказать_v что_conj при_pr многочлен_s делиться_v	3	23.33439490043214
339	что_conj при_pr многочлен_s делиться_v на_pr	3	21.977447302311077
340	при_pr многочлен_s делиться_v на_pr доказать_v	3	23.471289535084523
341	квадратный_a корень_s из_pr комплексный_a число_s	3	24.44655714407445
342	прямой_a проходить_partcp через_pr начало_s координата_s	3	31.98358683475514
343	алгебра_s геометрия_s геометрия_s помогать_v алгебра_s	3	33.199413554663806
344	что_conj точка_s лежать_v на_pr один_a	3	22.100608770510135
345	уравнение_s система_s уравнение_s третий_a степень_s	3	24.18849624016992
346	изобразить_v на_pr фазовый_a плоскость_s множество_s	3	32.24036783565502
347	фазовый_a плоскость_s множество_s точка_s для_pr	3	25.6122442947613
348	плоскость_s множество_s точка_s для_pr который_a	3	20.708792783119552
349	доказать_v что_conj при_pr решение_s уравнение_s	3	18.80979107815617
350	хотя бы_adv один_a из_pr число_s	3	28.24697111155366
351	принимать_v целый_a значение_s в_pr точка_s	3	24.40709849515414
352	найти_v формула_s го_s член_s для_pr	3	28.586347689167734
353	мочь_v быть_v переписать_partcp в виде_pr	3	33.31081074941443
354	если_conj если_conj если_conj решение_s нет_adv	3	23.684845268494275
355	между_pr средний_a арифметический_a средний_a геометрический_a	3	37.81291657466881
356	арифметический_a средний_a геометрический_a воспользоваться_v неравенство_s	3	35.67251066014656
357	воспользоваться_v неравенство_s между_pr среда_s о	3	35.19419980523845
358	между_pr средний_a арифметич_s ские_s средний_a	3	44.67648340399232
359	касательная_s к_pr график_s функция_s в_pr	3	26.177605754867034
360	к_pr график_s функция_s в_pr точка_s	3	21.787310329673485
361	школа_s в_pr математика_s арифметика_s алгеб_sк_pr	3	38.73089192087026
362	в_pr математика_s арифметика_s алгеб_sк_pr журнал_s	3	38.91851892404603
363	система_s иметь_v бесконечный_a множество_s решение_s	3	24.75764678290209
364	достаточно_adv чтобы_conj ранг_s он основной_a	3	32.85364830801338
365	тогда_adv только_part тогда_adv когда_conj существовать_v	3	27.80613019602246
366	вектор_s на_pr косинус_s угол_s между_pr	3	29.235609607780255
367	площадь_s параллелограмм_s построить_partcp на_pr вектор_s	3	32.7176834280722
368	матрица_s линейный_a оператор_s в_pr базис_s	3	19.193318462871655
369	зависеть_v от_pr выбор_s базис_s доказательство_s	3	31.95200625478539
370	базис_s состоять_partcp из_pr собственный_a вектор_s	3	27.073815491429716
371	переход_s от_pr один_a система_s координата_s	3	25.306670982302467
372	уравнение_s прямой_a проходить_partcp через_pr точка_s	3	26.330482827891963
373	найти_v расстояние_s от_pr точка_s до_pr	3	28.350258915824302
374	называться_v множество_s точка_s на_pr плоскость_s	3	20.108894377235686
375	фокус_s провести_v ось_s через_pr фокус_s	3	38.15592450317133
376	начало_s координата_s взять_v в_pr середина_s	3	33.04786717079014
377	координата_s взять_v в_pr середина_s отрезок_s	3	31.44972928132125
378	курс_s аналитический_a геометрия_s линейный_a алгебра_s	3	28.157282665931046
379	математика_s для_pr экономист_s учебный_a пособие_s	3	40.75992945178366
380	допустимый_a значение_s выражение_s с_pr переменный_a	3	29.709610868047243
381	произведение_s сумма_s число_s на_pr их_a	3	23.048476119131536
382	число_s на_pr их_a неполный_a квадрат_s	3	29.66015190315711
383	что_s называться_v область_s допустимый_a значение_s	3	30.436196499595752
384	который_a обращать_v уравнение_s в_pr верный_a	3	27.971031435062386
385	если_conj множество_s их_a решение_s совпадать_v	3	26.649241818509967
386	из_pr левый_a часть_s в_pr правый_a	3	26.799736671069418
387	левый_a часть_s в_pr правый_a часть_s	3	29.194403122927607
388	часть_s уравнение_s на_pr м получить_v	3	23.156789130188123
389	линейный_a уравнение_s с_pr один_a неизвестное_s	3	24.92183216317481
390	на_pr м получить_v эквивалентный_a уравнение_s	3	24.786317183342724
391	система_s уравнение_s пусть_part например_adv дан_s	3	26.42200247593825
392	уравнение_s пусть_part например_adv дан_s система_s	3	26.42200247593825
393	метод_s решение_s система_s линейный_a уравнение_s	3	20.89635736126191
394	линейный_a уравнение_s с_pr неизвестный_a иметь_v	3	21.53284689707529
395	таким образом_adv м доказать_v что_conj	3	27.445359901686334
396	чем_conj сущность_s метод_s подстановка_s в_pr	3	33.56895164878634
397	сущность_s метод_s подстановка_s в_pr чем_conj	3	33.56895164878634
398	метод_s подстановка_s в_pr чем_conj сущность_s	3	33.56895164878634
399	сколько_adv корень_s иметь_v квадратный_a уравнение_s	3	26.925336059041314
400	корень_s иметь_v квадратный_a уравнение_s если_conj	3	22.398836819904748
401	иметь_v квадратный_a уравнение_s если_conj его_a	3	23.064682422684125
402	квадратный_a уравнение_s если_conj его_a дискриминант_s	3	28.936587660343314
403	неравенство_s тот_aсмысл_s пусть_part например_adv дать_partcp	3	34.07103355031462
404	тот_aсмысл_s пусть_part например_adv дать_partcp неравенство_s	3	34.07103355031462
405	если_conj где_adv во_pr множество_s положительный_a	3	27.241234153996675
406	где_adv во_pr множество_s положительный_a число_s	3	26.632665447355425
407	пример_s решить_v нелинейный_a уравнение_s по_pr	3	27.83935913408035
408	решить_v нелинейный_a уравнение_s по_pr определение_s	3	26.700688538641412
409	нелинейный_a уравнение_s по_pr определение_s модуль_s	3	26.932014084747866
410	тогда_adv данный_a уравнение_s принимать_v вид_s	3	25.54916119970729
411	уравнение_s в качестве_pr пример_s решить_v	3	28.6089775931135
412	метод_s приведение_s к_pr один_a основание_s	3	32.75869364919931
413	введение_s в_pr математический_a анализ_s лекция_s	3	32.34421741068389
414	замена_s переменная_s интегрирование_s по_pr часть_s	3	31.29043567708295
415	лекция_s дифференциальный_a уравнение_s порядок_s лекция_s	3	26.8973044014928
416	дифференциальный_a уравнение_s порядок_s лекция_s дифференциальный_a	3	27.29108278139984
417	уравнение_s порядок_s лекция_s дифференциальный_a уравнение_s	3	23.91345688110909
418	порядок_s с_pr постоянный_a коэффициент_s лекция_s	3	29.373042061846434
419	уравнение_s порядок_s с_pr постоянный_a коэффициент_s	3	26.389194541462725
420	лекция_s матрица_s действие_s над_pr он	3	32.23048201629108
421	леиций_s у_pr равнение_s плоскость_s прямой_a	3	32.51364571580181
422	уравнение_s плоскость_s прямой_a задача_s пусть_part	3	22.277164062559343
423	плоскость_s прямой_a задача_s пусть_part плоскость_s	3	23.845244159519673
424	прямой_a задача_s пусть_part плоскость_s задать_partcp	3	25.887450719640366
425	расстояние_s от_pr плоскость_s до_pr начало_s	3	31.38918515998254
426	от_pr плоскость_s до_pr начало_s координата_s	3	28.609953838839324
427	леиций_s непрерывность_s функция_s ее_a разрыв_s	3	35.13585587458192
428	он иметь_v производная_s в_pr точка_s	3	21.423514873163647
429	иметь_v в_pr точка_s локальный_a экстремум_s	3	25.650280270246373
430	непрерывный_a на_pr отрезок_s дифференцировать_partcp на_pr	3	25.887901506711348
431	на_pr отрезок_s дифференцировать_partcp на_pr интервал_s	3	27.76002668415919
432	замечание_s равить_v лоииталя_s можно_adv нрименять_v	3	47.14425375819551
433	задача_s свести_v неопределенность_s к_pr неопределенность_s	3	39.298032734265135
434	наити_s наибольший_a наименьший_a значение_s функция_s	3	31.92155899280143
435	леиций_s вынуклость_s точка_s нерегиб_s асимнтот_s	3	45.11010730095182
436	леиций_s о_pr другой_a метод_s интегральный_a	3	32.57289395798749
437	у_pr с_pr у_pr с_pr у_pr	3	22.19686989008877
438	задача_s свести_v дифференциальный_a уравнение_s порядок_s	3	29.15198717173418
439	на_pr лекция_s м познакомиться_v с_pr	3	29.871252258377613
440	линейный_a однородный_a дифференциальный_a уравнение_s го_s	3	27.78030923096566
441	решение_s метод_s вариация_s произвольный_a постоянный_a	3	35.35605506991539
442	метод_s вариация_s произвольный_a постоянный_a решение_s	3	35.35605506991539
443	решение_s при_pr специальный_a вид_s правый_a	3	29.984840602491726
444	при_pr специальный_a вид_s правый_a часть_s	3	31.60947971741669
445	записаться_v общий_a решение_s система_s если_conj	3	27.998027984034486
446	линейный_a осциллятор_s без_pr тре_s ния_s	3	43.289832911111766
447	предел_s функция_s в_pr точка_s если_conj	3	18.575024220296278
448	ряд_s пример_s исследовать_v на_pr сходимость_s	3	28.577909505702827
449	согласно_pr онределение_s предел_s носледовательность_s при_pr	3	38.72106933569495
450	сходиться_v тогда_adv из_pr нризнак_s сравнение_s	3	31.224622550292064
451	ряд_s расходиться_v тогда_adv из_pr нризнак_s	3	30.192290295831164
452	расходиться_v тогда_adv из_pr нризнак_s сравнение_s	3	32.7308079376291
453	леиций_s ряд_s дирихля_s знаконеременный_a ряд_s	3	37.29603416017081
454	тогда_adv из_pr нризнак_s сравнение_s согласно_pr	3	31.80590939286982
455	ряд_s из_pr модуль_s его_a слагаемое_s	3	29.35161107053653
456	функция_s с_pr нериод_s равный_a вопрос_s	3	28.969262131785673
457	корень_s петь_v степень_s мнимый_a единица_s	3	39.357913521011724
458	в_pr остальной_a случай_s см таблица_s	3	29.682386363649144
459	любой_a элемент_s множество_s являться_v элемент_s	3	23.65878684301962
460	элемент_s множество_s являться_v элемент_s множество_s	3	23.14362130925323
461	равный_a тогда_adv только_part тогда_adv когда_conj	3	26.986189574598484
462	те множество_s весь_a вещественный_a число_s	3	27.107911928027836
463	множество_s весь_a вещественный_a число_s удовлетворять_partcp	3	28.873446674390813
464	множество_s если_conj в_pr любой_a окрестность_s	3	22.551931836202996
465	если_conj в_pr любой_a окрестность_s точка_s	3	21.517117065607835
466	в_pr любой_a окрестность_s точка_s найтись_v	3	25.399760114969677
467	предельный_a точка_s множество_s если_conj в_pr	3	22.26218730432257
468	наименьший_a из_pr весь_a верхний_a грань_s	3	33.17541395185334
469	для_pr любой_a найтись_v такой_a что_conj	3	24.138171820500762
470	а_s а_s т_s о_s взять_v	3	32.079888029641346
471	следствие_s о_pr а_s а_s т_s	3	30.463390757044664
472	разделить_v отрезок_s пополам_adv рассмотреть_v его_a	3	36.660094708888806
473	отрезок_s пополам_adv рассмотреть_v его_a половинка_s	3	39.68984205228286
474	возможный_a случай_s в_pr каждый_a из_pr	3	24.56801785435314
475	случай_s в_pr каждый_a из_pr отрезок_s	3	21.983055353631986
476	в_pr каждый_a из_pr отрезок_s лежать_v	3	24.35480256992799
477	каждый_a из_pr отрезок_s лежать_v бесконечный_a	3	30.0131948528606
478	бесконечный_a число_s элемент_s множество_s в_pr	3	21.682108227146657
479	число_s элемент_s множество_s в_pr один_a	3	18.654972097209143
480	элемент_s множество_s в_pr один_a из_pr	3	19.356454601836468
481	множество_s в_pr один_a из_pr отрезок_s	3	20.561885031094196
482	в_pr один_a из_pr отрезок_s лежать_v	3	23.795375161313974
483	один_a из_pr отрезок_s лежать_v бесконечный_a	3	29.45376744424658
484	бесконечный_a число_s элемент_s множество_s первый_a	3	25.07063407076304
485	число_s элемент_s множество_s первый_a случай_s	3	22.79321423701519
486	левый_a отрезок_s обозначить_v о во_pr	3	33.785028173660095
487	отрезок_s обозначить_v о во_pr второй_a	3	31.320747155361406
488	обозначить_v о во_pr второй_a случай_s	3	31.10586878768226
489	о во_pr второй_a случай_s выбрать_v	3	31.48438041093599
490	во_pr второй_a случай_s выбрать_v тот_a	3	32.9048314064012
491	второй_a случай_s выбрать_v тот_a отрезок_s	3	31.38399924309976
492	случай_s выбрать_v тот_a отрезок_s который_a	3	30.477323830583725
493	выбрать_v тот_a отрезок_s который_a содержать_v	3	32.908777293004
494	тот_a отрезок_s который_a содержать_v бесконечный_a	3	32.51188714043542
495	отрезок_s который_a содержать_v бесконечный_a число_s	3	28.432101630158787
496	который_a содержать_v бесконечный_a число_s элемент_s	3	27.226671200901063
497	бесконечный_a число_s элемент_s множество_s его_a	3	25.755538009358105
498	число_s элемент_s множество_s его_a обозначить_v	3	25.773916538672957
499	элемент_s множество_s его_a обозначить_v таким	3	30.12762477092612
500	множество_s его_a обозначить_v таким образом_adv	3	32.918017700905004
501	его_a обозначить_v таким образом_adv м	3	33.893355646670734
502	обозначить_v таким образом_adv м получить_v	3	33.20089831364404
503	если_conj существовать_v число_s такой_a что_conj	3	19.890882459504184
504	из_pr условие_s следовать_v что_conj из_pr	3	21.026144529550532
505	условие_s следовать_v что_conj из_pr условие_s	3	22.776735387019343
506	означать_v что_conj свойство_s если_conj последовательность_s	3	24.82365103532595
507	что_conj свойство_s если_conj последовательность_s сходиться_v	3	23.700794287540415
508	свойство_s если_conj последовательность_s сходиться_v сходиться_v	3	27.14407616618438
509	если_conj последовательность_s сходиться_v сходиться_v последовательность_s	3	27.66220715842733
510	последовательность_s о_s а_s а_s т_s	3	30.26359998281373
511	найтись_v номер_s такой_a что_conj при_pr	3	27.067291200662904
512	теорема_s больцано_s вейерштрасса_s для_pr последовательность_s	3	34.48794878481192
513	поставить_partcp в_pr соответствие_s единственный_a элемент_s	3	31.22718466478981
514	определение_s предел_s функция_s по_pr гейне_s	3	27.84087978744521
515	из_pr определение_s предел_s по_pr коши_s	3	25.715987963124636
516	определение_s пусть_part функция_s определить_partcp на_pr	3	23.2426062292649
517	в_pr точка_s тогда_adv только_part тогда_adv	3	20.972228119353293
518	точка_s тогда_adv только_part тогда_adv когда_conj	3	25.87911871496181
519	существовать_v такой_a что_conj при_pr все_s	3	25.14247869705712
520	бесконечно_adv малый_a функция_s при_pr если_conj	3	26.28338898684782
521	если_conj бесконечно_adv малый_a функция_s при_pr	3	26.28338898684782
522	при_pr о_pr а_s а_s т_s	3	27.21344877498303
523	а_s а_s т_s о_s следовать_v	3	30.139925612427174
524	а_s т_s о_s следовать_v из_pr	3	27.996359018209297
525	теорема_s если_conj функция_s непрерывный_a в_pr	3	19.702764154807486
526	некоторый_a окрестность_s точка_s функция_s определить_partcp	3	27.24956268363346
527	окрестность_s точка_s функция_s определить_partcp в_pr	3	23.810951608580762
528	в_pr точка_s о_pr а_s а_s	3	22.618425481507426
529	функция_s непрерывный_a на_pr отрезок_s он	3	23.383413867776376
530	на_pr о о_pr а_s а_s	3	25.661526259987834
531	о о_pr а_s а_s т_s	3	28.807836288493455
532	о_pr к_pr з_s т_s о_pr	3	32.691218972990235
533	теорема_s если_conj функция_s непрерывный_a на_pr	3	20.743840097810402
534	те существовать_v такой_a что_conj для_pr	3	24.26424142366664
535	теорема_s пусть_part функция_s определить_partcp непрерывный_a	3	26.120141671563943
536	функция_s определить_partcp непрерывный_a на_pr возрастать_v	3	30.336806245705336
537	определить_partcp непрерывный_a на_pr возрастать_v если_conj	3	30.137859650650014
538	непрерывный_a на_pr возрастать_v если_conj убывать_v	3	32.970749664814754
539	на_pr возрастать_v если_conj убывать_v если_conj	3	30.123730525183635
540	быть_v бесконечно_adv малый_a функция_s при_pr	3	26.74110994799897
541	бесконечно_adv малый_a функция_s при_pr отсюда_adv	3	29.976998211819648
542	бесконечно_adv малый_a более_adv высокий_a порядок_s	3	38.11445378601283
543	малый_a более_adv высокий_a порядок_s чем_conj	3	38.51111275597682
544	функция_s называться_v дифференцировать_partcp в_pr точка_s	3	21.225415846120946
545	т_s о_s е_s о_pr х_s	3	34.12996477066588
546	о_s е_s о_pr х_s о_pr	3	33.44532021162976
547	функция_s теорема_s пусть_part функция_s определить_partcp	3	23.472069126988146
548	функция_s иметь_v в_pr точка_s производная_s	3	20.515922406930297
549	теорема_s пусть_part функция_s непрерывный_a на_pr	3	22.03193459762189
550	а_s т_s о_s провести_v для_pr	3	30.976516419129972
551	тогда_adv справедливый_a формула_s тейлор_s где_adv	3	30.66230431304382
552	остаточный_a член_s в_pr форма_s пеано_s	3	36.95263805957109
553	переменный_a определение_s пусть_part функция_s определить_partcp	3	26.192159763420925
554	что_conj функция_s иметь_v в_pr точка_s	3	16.40044518951036
555	экстремум_s если_conj точка_s являться_v точка_s	3	22.72521353127135
556	а_s а_s т_s о_s так	3	31.393996620069405
557	а_s т_s о_s так как_conj	3	30.98011189355736
558	о_pr к_pr з_s т_s о_s	3	34.01109923922875
559	отрезок_s он интегрировать_partcp на_pr отрезок_s	3	27.738722178254996
560	интеграл_s с_pr переменный_a верхний_a предел_s	3	29.152702056512233
561	существовать_v такой_a что_conj для_pr все_s	3	24.819209184089956
562	тогда_adv только_part тогда_adv когда_conj его_a	3	28.468133732507443
563	называться_v предел_s функция_s в_pr точка_s	3	19.318525250512426
564	а_s т_s о_s по_pr определение_s	3	27.44082137653333
565	в_pr некоторый_a окрестность_s точка_s если_conj	3	21.921333071633168
566	теорема_s пусть_part функция_s определить_partcp в_pr	3	21.83744873995968
567	найти_v частный_a производный_a по_pr от_pr	3	27.514667687586172
568	точка_s являться_v точка_s локальный_a экстремум_s	3	28.0817877689656
569	а_s а_s т_s о_pr записать_v	3	30.611144377488355
570	в_pr точка_s функция_s иметь_v локальный_a	3	22.28851191082722
571	е_s найти_v экстремум_s функция_s если_conj	3	25.745299178087397
572	ряд_s расходиться_v о_s а_s а_s	3	30.812331709448824
573	расходиться_v о_s а_s а_s т_s	3	32.494925528920184
574	если_conj при_pr некоторый_a ряд_s сходиться_v	3	23.90555322870541
575	сходиться_v если_conj ряд_s расходиться_v если_conj	3	25.86421243332451
576	если_conj ряд_s расходиться_v если_conj ряд_s	3	24.021541398367187
577	если_conj ряд_s мочь_v как_conj сходиться_v	3	25.364880004129056
578	ряд_s мочь_v как_conj сходиться_v так	3	28.681925877636672
579	мочь_v как_conj сходиться_v так расходиться_v	3	32.03078229993103
580	как_conj сходиться_v так расходиться_v о_pr	3	32.00180323295927
581	сходиться_v так расходиться_v о_pr а_s	3	32.41568795947131
582	так расходиться_v о_pr а_s а_s	3	31.740378956653903
583	е_s найти_v область_s сходимость_s ряд_s	3	29.20641614371522
584	относительно_pr ось_s координата_s момент_s инерция_s	3	38.70454863715651
585	функция_s непрерывный_a вместе_adv со_pr свой_a	3	35.1191599876181
586	направление_s от_pr точка_s к_pr точка_s	3	24.414247475239264
587	криволинейный_a интеграл_s зависеть_v от_pr путь_s	3	35.37488601568852
588	интеграл_s зависеть_v от_pr путь_s интегрирование_s	3	35.150012604848314
589	екатеринбург_s издво_s урал унт_s с_pr	3	48.9091141097648
590	по_pr аналитический_a геометрия_s линейный_a алгебра_s	3	24.17064792401709
591	соответствен аналитический_a геометрия_s линейный_a алгебра_s	3	29.503057502772773
592	сложение_s умножение_s на_pr вещественный_a число_s	3	28.4457989856936
593	рис_s аналитический_a геометрия_s линейный_a алгебра_s	3	27.979495546715764
594	доказательство_s доказать_v необходимость_s пусть_part вектор_s	3	28.216714152270203
595	лемма_s доказать_partcp аналитический_a геометрия_s линейный_a	3	28.72330991930847
596	вектор_s линейно_adv независимый_a тогда_adv только_part	3	28.85444175404675
597	линейно_adv независимый_a тогда_adv только_part тогда_adv	3	29.34212235248712
598	независимый_a тогда_adv только_part тогда_adv когда_conj	3	29.4865122618223
599	линейно_adv зависимый_a аналитический_a геометрия_s линейный_a	3	29.829312188360618
600	зависимый_a аналитический_a геометрия_s линейный_a алгебра_s	3	28.360099548930734
601	геометрия_s линейный_a алгебра_s из_pr который_a	3	22.2879240365599
602	ортогональный_a проекция_s вектор_s на_pr ось_s	3	28.017005130094823
603	дан_s система_s координата_s на_pr плоскость_s	3	25.093492596945875
604	прямой_a аналитический_a геометрия_s линейный_a алгебра_s	3	25.356700972468868
605	уравнение_s в_pr декартовый_a система_s координата_s	3	22.29878090382655
606	нуль_s одновременно_adv число_s такой_a что_conj	3	25.281956277352162
607	система_s координата_s аналитический_a геометрия_s линейный_a	3	23.71022857822884
608	в_pr пространство_s геометрический_a возможный_a векторный_a	3	29.00548173182632
609	пространство_s геометрический_a возможный_a векторный_a форма_s	3	32.96765476293603
610	геометрический_a возможный_a векторный_a форма_s пред_pr	3	37.77031798966891
611	возможный_a векторный_a форма_s пред_pr условие_s	3	36.18535548894775
612	векторный_a форма_s пред_pr условие_s ставление_s	3	38.38175270175126
613	ортогональность_s прямой_a существовать_v такой_a что_conj	3	28.361698994756207
614	прямой_a существовать_v такой_a что_conj плоскость_s	3	23.456995958385452
615	определение_s быть_v говорить_v что_conj линия_s	3	25.669665956611443
616	векторфункция_s в_pr координатный_a форма_s где_adv	3	28.950610694826814
617	в_pr координатный_a форма_s где_adv непрерывный_a	3	26.129111590448943
618	координатный_a форма_s где_adv непрерывный_a скалярный_a	3	30.94153750205397
619	форма_s где_adv непрерывный_a скалярный_a функция_s	3	27.899387076834977
620	на_pr для_pr любой_a точка_s лежать_partcp	3	23.951537562784452
621	для_pr любой_a точка_s лежать_partcp на_pr	3	23.951537562784452
622	система_s координата_s иметь_v вид_s где_adv	3	22.92569699818981
623	радиус_s с_pr центр_s в_pr начало_s	3	29.49131004930208
624	такой_a что_conj глава_s преобразование_s плоскость_s	3	26.04835441986506
625	следствие_s доказать_partcp аналитический_a геометрия_s линейный_a	3	28.32939571159538
626	геометрия_s линейный_a алгебра_s теорема_s если_conj	3	22.00645974935007
627	теорема_s доказать_partcp теорема_s при_pr аффинный_a	3	26.866773485327435
628	доказать_partcp теорема_s при_pr аффинный_a преобразование_s	3	29.017937558661085
629	аналитический_a геометрия_s линейный_a алгебра_s пусть_part	3	24.849615264168854
630	к_pr базис_s в_pr который_a матрица_s	3	19.613172297657265
631	доказать_partcp л_sв_pr система_s линейный_a уравнение_s	3	24.060766803458986
632	аналитический_a геометрия_s линейный_a алгебра_s который_a	3	24.37721356979458
633	существовать_v равный_a нуль_s одновременно_adv число_s	3	27.355151746923447
634	по_pr правило_s действие_s с_pr матрица_s	3	26.94852374577603
635	частный_a решение_s неодно_adv родной_a система_s	3	36.90142959356312
636	аналитический_a геометрия_s линейный_a алгебра_s заметить_v	3	27.473310159378723
637	геометрия_s линейный_a алгебра_s заметить_v что_conj	3	24.759614344535365
638	аналитический_a геометрия_s линейный_a алгебра_s найти_v	3	25.394533045994603
639	состоять_partcp из_pr один_a нулевой_a элемент_s	3	28.80410628198969
640	теорема_s доказать_partcp теорема_s для_pr каждый_a	3	23.52690200502314
641	теорема_s для_pr каждый_a элемент_s линейный_a	3	20.953051436127804
642	для_pr каждый_a элемент_s линейный_a пространство_s	3	21.590313513680737
643	максимальный_a число_s линейно_adv независимый_a элемент_s	3	30.462987442734853
644	операция_s с_pr элемент_s линейный_a пространство_s	3	23.043687779191842
645	элемент_s аналитический_a геометрия_s линейный_a алгебра_s	3	24.516267359990387
646	линейный_a пространство_s аналитический_a геометрия_s линейный_a	3	22.986024980325485
647	иметь_v место_s равенство_s аналитический_a геометрия_s	3	26.995508836062037
648	место_s равенство_s аналитический_a геометрия_s линейный_a	3	26.35862891165671
649	в_pr линейный_a пространство_s функция_s иметь_partcp	3	22.28233290677445
650	линейный_a пространство_s функция_s иметь_partcp на_pr	3	23.323408849777366
651	с_pr линейный_a оператор_s в_pr матричный_a	3	22.651891475796578
652	система_s линейный_a уравнение_s общий_a решение_s	3	20.890882231195757
653	замечание_s о_pr важность_s собственный_a вектор_s	3	35.632590227106924
654	собственный_a значение_s глава_s линейный_a зависимость_s	3	29.19091926090094
655	значение_s глава_s линейный_a зависимость_s в_pr	3	25.188748161859316
656	таким образом_adv м приходить_v к_pr	3	32.74310958065134
657	оператор_s отвечать_partcp различный_a собственный_a значение_s	3	32.25946442895413
658	м приходить_v к_pr заключение_s что_conj	3	30.603981095166766
659	определение_s пусть_part в_pr линейный_a пространство_s	3	19.591092937073277
660	пусть_part в_pr линейный_a пространство_s каждый_a	3	20.354878844193482
661	функционал_s иметь_v диагональный_a канонический_a вид_s	3	30.017286009232325
662	инвариант_s линия_s второй_a порядок_s на_pr	3	30.04583935469113
663	уравнение_s линия_s второй_a порядок_s на_pr	3	23.283549604165056
